"map_id","experiment","dynamic_environment","runs","completed_total","avg_completed","avg_success_rate","avg_mission_time","avg_distance","avg_speed","avg_collisions","avg_wait","avg_delivery","avg_return"
"map1","EXP2","False","3","27","9","1","18,7413333333333","0,27189888000001","0,0147443314055897","6,33333333333333","35,1122962962963","12,370962962963","10,5457777777778"
"map1","EXP2","True","3","27","9","1","22,1973333333333","0,272885886666684","0,012329710604343","11,3333333333333","24,0853333333333","8,94103703703704","10,6002962962963"
