"map_id","experiment","dynamic_environment","runs","completed_total","avg_completed","avg_success_rate","avg_mission_time","avg_distance","avg_speed","avg_collisions","avg_wait","avg_delivery","avg_return"
"map1","EXP2","True","1","2","2","1","15,008","0,241709350000003","0,0161053671375269","5","24,624","13,168","17,36"
