"map_id","experiment","dynamic_environment","runs","completed_total","avg_completed","avg_success_rate","avg_mission_time","avg_distance","avg_speed","avg_collisions","avg_wait","avg_delivery","avg_return"
"map1","EXP2","False","2","2","1","1","313,536","3,54530649000006","0,0113074941633498","37","270,144","270,112","41,408"
"map1","EXP2","True","1","3","3","1","313,28","3,3438927600003","0,0106738149897865","57","120,106666666667","115,637333333333","14,6666666666667"
