simulation_id,experiment,map_id,dynamic_environment,policy,last_table,total_requests,completed_requests,success_rate,mission_time,distance,avg_speed,collisions,avg_wait,avg_delivery,avg_return
1,EXP2,map1,False,NEAREST,T5,1,1,1.0,21.919999999999998,0.4303778200000024,0.019634024635036607,0,7.904000000000001,7.872000000000001,12.031999999999998
1,EXP2,map1,False,NEAREST,T5,2,2,1.0,26.048000000000002,0.3877648800000038,0.014886550982801129,0,15.632,11.872,10.095999999999997
1,EXP2,map1,False,NEAREST,T2,3,3,1.0,24.768,0.287025830000008,0.011588575177648901,1,22.314666666666668,13.269333333333336,8.959999999999999
1,EXP2,map1,False,NEAREST,T4,4,4,1.0,19.456000000000003,0.26127783000000576,0.013429164782072662,1,19.64,12.704,8.328
1,EXP2,map1,False,NEAREST,T5,5,5,1.0,34.81599999999999,0.4359780100000267,0.012522346335019153,2,27.616000000000003,12.371199999999998,11.014399999999998
1,EXP2,map1,False,NEAREST,T2,6,6,1.0,14.240000000000009,0.19665035000000708,0.013809715589888128,2,29.248,11.077333333333334,10.447999999999995
1,EXP2,map1,False,NEAREST,T4,7,7,1.0,27.744,0.306980530000019,0.01106475382064659,3,30.678857142857144,10.290285714285716,11.835428571428567
1,EXP2,map1,False,NEAREST,T2,8,8,1.0,32.512,0.3443795000000288,0.010592381274607186,4,33.112,11.984000000000002,11.187999999999997
1,EXP2,map1,False,NEAREST,T4,9,9,1.0,14.719999999999999,0.25310284000000904,0.017194486413044094,4,35.047111111111114,11.260444444444447,10.748444444444441
2,EXP2,map1,False,NEAREST,T5,1,1,1.0,21.919999999999998,0.4303778200000024,0.019634024635036607,0,7.904000000000001,7.872000000000001,12.031999999999998
2,EXP2,map1,False,NEAREST,T2,2,2,1.0,14.143999999999998,0.19703657000000074,0.013930752969457068,0,6.288,6.176,9.839999999999996
2,EXP2,map1,False,NEAREST,T5,3,3,1.0,26.208000000000006,0.3956823900000041,0.015097771291208945,0,9.578666666666669,8.010666666666669,10.730666666666664
2,EXP2,map1,False,NEAREST,T2,4,4,1.0,19.679999999999993,0.2157682400000075,0.010963833333333717,1,9.648000000000001,7.456000000000002,11.015999999999998
2,EXP2,map1,False,NEAREST,T4,5,5,1.0,16.128,0.26790794000000695,0.016611355406746464,1,16.947200000000002,7.302400000000003,10.297599999999997
2,EXP2,map1,False,NEAREST,T2,6,6,1.0,21.248000000000005,0.3056287600000141,0.014383883659639215,1,17.610666666666667,7.776000000000003,10.095999999999997
2,EXP2,map1,False,NEAREST,T4,7,7,1.0,22.432000000000002,0.29069492000000613,0.012958939015692141,1,18.10285714285714,8.35657142857143,9.87885714285714
2,EXP2,map1,False,NEAREST,T2,8,8,1.0,24.99199999999999,0.2656549900000163,0.010629601072343807,3,18.404,7.864000000000001,10.963999999999997
2,EXP2,map1,False,NEAREST,T2,9,9,1.0,22.24000000000001,0.3118082800000083,0.014020156474820512,3,19.160888888888888,8.096,10.887111111111107
3,EXP2,map1,False,NEAREST,T2,1,1,1.0,22.656,0.20694955000000018,0.0091344257591808,1,15.552,15.52,5.120000000000001
3,EXP2,map1,False,NEAREST,T5,2,2,1.0,28.704000000000004,0.4316008500000017,0.015036261496655575,1,19.072,15.008,8.656
3,EXP2,map1,False,NEAREST,T5,3,3,1.0,29.984,0.4071402500000052,0.01357858357790839,2,18.389333333333337,13.162666666666667,11.936000000000002
3,EXP2,map1,False,NEAREST,T2,4,4,1.0,11.647999999999996,0.14798663000000198,0.012704896119505668,2,15.352000000000004,11.288,9.944000000000003
3,EXP2,map1,False,NEAREST,T1,5,5,1.0,67.00800000000001,0.6924280900000491,0.01033351375955183,7,33.702400000000004,18.9568,11.027200000000004
3,EXP2,map1,False,NEAREST,T2,6,6,1.0,39.55199999999999,0.4070758800000268,0.010292169296117185,10,43.104000000000006,21.375999999999994,9.866666666666669
3,EXP2,map1,False,NEAREST,T2,7,7,1.0,21.824000000000012,0.21068301000002146,0.009653730296921799,11,38.176,18.989714285714285,10.619428571428577
3,EXP2,map1,False,NEAREST,T2,8,8,1.0,27.328000000000003,0.36929069000002024,0.013513271735949217,12,36.688,18.607999999999997,10.464000000000006
3,EXP2,map1,False,NEAREST,T4,9,9,1.0,19.26399999999998,0.25078552000001314,0.013018351328904349,12,51.128888888888895,17.756444444444437,10.00177777777778
4,EXP2,map1,True,NEAREST,T5,1,1,1.0,21.919999999999998,0.4303778200000024,0.019634024635036607,0,7.904000000000001,7.872000000000001,12.031999999999998
4,EXP2,map1,True,NEAREST,T5,2,2,1.0,34.112,0.4108093400000085,0.01204295673076948,1,15.328000000000001,11.568000000000001,14.431999999999999
4,EXP2,map1,True,NEAREST,T2,3,3,1.0,19.296,0.2538109100000059,0.013153550476783057,3,22.176000000000002,10.442666666666668,12.650666666666664
4,EXP2,map1,True,NEAREST,T4,4,4,1.0,15.104,0.24570029000000657,0.016267233183263147,4,19.040000000000003,9.440000000000001,11.151999999999996
4,EXP2,map1,True,NEAREST,T5,5,5,1.0,27.647999999999996,0.42754554000001044,0.01546388671875038,5,26.867200000000004,9.843200000000001,11.756799999999995
