"map_id","experiment","dynamic_environment","runs","completed_total","avg_completed","avg_success_rate","avg_mission_time","avg_distance","avg_speed","avg_collisions","avg_wait","avg_delivery","avg_return"
"map1","EXP1","False","3","30","10","1","11,52","0,192503820073202","0,016795957109238","13","24,3658666666667","7,536","9,61066666666667"
"map1","EXP1","True","3","28","9,33333333333333","1","12,064","0,182630468578521","0,0151532068160641","21,6666666666667","20,2928592592593","7,67028148148148","8,89694814814815"
"map1","EXP2","False","3","3","1","1","205,984","2,31538890000003","0,0118005781778206","20,6666666666667","157,568","157,536","46,432"
"map1","EXP2","True","3","4","1,33333333333333","0,666666666666667","111,658666666667","1,06972211666676","0,00647905182302125","24,3333333333333","92,928","73,3546666666667","14,6026666666667"
"map2","EXP1","False","3","28","9,33333333333333","1","2,07999999999999","4,9099711809607E-06","2,36056306776957E-06","8,66666666666667","26,3716740740741","7,64456296296296","7,67312592592593"
"map2","EXP1","True","3","27","9","1","2,07999999999999","5,72554372891083E-06","2,75266525428407E-06","15,6666666666667","24,3188148148148","7,73688888888889","7,16325925925926"
"map2","EXP2","False","3","19","6,33333333333333","0,714285714285714","11,5626666666667","0,103721526666677","0,00587361866868521","2","105,802","92,0675555555556","6,64533333333333"
"map2","EXP2","True","3","28","9,33333333333333","1","15,392","0,12734531666668","0,00784560163960932","11","29,055762962963","11,0890666666667","8,92882962962963"
