simulation_id,experiment,map_id,dynamic_environment,policy,last_table,total_requests,completed_requests,success_rate,mission_time,distance,avg_speed,collisions,avg_wait,avg_delivery,avg_return
1,EXP1,map1,False,NEAREST,T3,1,1,1.0,59.584,1.428326300611599,0.023971641726161366,14,38.304,38.272000000000006,19.296
1,EXP1,map1,False,NEAREST,T2,2,2,1.0,9.439999999999998,0.1495172909727925,0.01583869607762633,14,44.016000000000005,20.992000000000004,11.504000000000001
1,EXP1,map1,False,NEAREST,T2,3,3,1.0,11.680000000000007,0.17179048604666336,0.014708089558789663,14,32.14933333333334,15.60533333333334,9.280000000000003
1,EXP1,map1,False,NEAREST,T4,4,4,1.0,20.480000000000004,0.3698593459983001,0.018059538378823244,15,39.664,13.176000000000002,10.104000000000005
1,EXP1,map1,False,NEAREST,T5,5,5,1.0,17.75999999999999,0.5013566382666144,0.028229540442940012,15,45.46560000000001,12.0768,9.696000000000002
1,EXP1,map1,False,NEAREST,T2,6,6,1.0,11.391999999999996,0.19895364625880396,0.017464329903336028,15,40.368,10.848,8.858666666666668
1,EXP1,map1,False,NEAREST,T1,7,7,1.0,14.176000000000016,0.32049466667896537,0.022608258089656108,15,40.59428571428572,10.080000000000002,8.548571428571432
1,EXP1,map1,False,NEAREST,T2,8,8,1.0,9.855999999999995,0.14601856664526522,0.014815195479430327,15,37.24000000000001,9.300000000000002,7.980000000000003
1,EXP1,map1,False,NEAREST,T4,9,9,1.0,34.879999999999995,0.41406374350842584,0.011871093563888357,18,37.226666666666674,8.913777777777778,10.09777777777778
1,EXP1,map1,False,NEAREST,T2,10,10,1.0,11.039999999999992,0.23082185037553565,0.020907776302131868,18,37.248000000000005,8.4544,9.5584
2,EXP1,map1,False,NEAREST,T2,1,1,1.0,11.392,0.21641620692777108,0.018997209175541704,0,4.64,4.608,4.768000000000001
2,EXP1,map1,False,NEAREST,T4,2,2,1.0,20.416,0.36980510949456863,0.0181134947832371,1,5.264000000000001,5.232000000000001,8.656
2,EXP1,map1,False,NEAREST,T5,3,3,1.0,17.760000000000005,0.5029695579949839,0.028320357995213048,1,6.506666666666667,6.048000000000001,8.458666666666668
2,EXP1,map1,False,NEAREST,T1,4,4,1.0,14.399999999999999,0.37006211846449166,0.025698758226700813,1,8.264,6.063999999999999,7.912000000000002
2,EXP1,map1,False,NEAREST,T3,5,5,1.0,56.352000000000004,1.3519744855372302,0.023991597202179693,13,15.283199999999999,11.980799999999999,10.067200000000003
