scope,policy,experiment_label,run,metric,hybrid_wait_weight,hybrid_distance_weight,count,total,mean,min,max
policy,HYBRID,HYBRID,ALL,return_time,1,30,28,357.390,12.764,0.030,36.190
policy,HYBRID,HYBRID,ALL,total_time,1,30,30,1332.100,44.403,4.420,103.420
policy,HYBRID,HYBRID,ALL,wait_time,1,30,30,1270.650,42.355,2.370,101.380
policy,NEAREST,NEAREST,ALL,delivery_time,,,30,421.570,14.052,0.030,40.510
policy,NEAREST,NEAREST,ALL,pending_wait,,,3,53.440,17.813,4.000,27.420
policy,NEAREST,NEAREST,ALL,return_time,,,27,319.030,11.816,0.030,36.190
policy,NEAREST,NEAREST,ALL,total_time,,,30,1052.720,35.091,4.420,139.200
policy,NEAREST,NEAREST,ALL,wait_time,,,30,991.250,33.042,2.370,137.150
run,FIFO,FIFO,1,delivery_time,,,10,107.930,10.793,0.030,34.400
run,FIFO,FIFO,1,return_time,,,9,76.290,8.477,0.030,16.510
run,FIFO,FIFO,1,wait_time,,,10,118.460,11.846,2.400,34.430
run,FIFO,FIFO,2,delivery_time,,,10,156.660,15.666,0.030,40.350
run,FIFO,FIFO,2,return_time,,,10,147.730,14.773,0.030,36.190
run,FIFO,FIFO,2,wait_time,,,10,608.710,60.871,2.370,96.000
run,FIFO,FIFO,3,delivery_time,,,10,180.720,18.072,0.030,40.450
run,FIFO,FIFO,3,return_time,,,9,133.370,14.819,0.030,36.030
run,FIFO,FIFO,3,wait_time,,,10,543.480,54.348,4.000,101.380
run,FIFO,FIFO,FIFO-1,pending_wait,,,1,4.000,4.000,4.000,4.000
run,FIFO,FIFO,FIFO-1,total_time,,,10,138.940,13.894,4.450,36.480
run,FIFO,FIFO,FIFO-2,pending_wait,,,2,65.470,32.735,16.320,49.150
run,FIFO,FIFO,FIFO-2,total_time,,,10,629.190,62.919,4.420,98.050
run,FIFO,FIFO,FIFO-3,pending_wait,,,3,97.700,32.567,5.540,60.190
run,FIFO,FIFO,FIFO-3,total_time,,,10,563.970,56.397,6.050,103.420
run,HYBRID,HYBRID,7,delivery_time,1,30,10,107.930,10.793,0.030,34.400
run,HYBRID,HYBRID,7,return_time,1,30,9,76.290,8.477,0.030,16.510
run,HYBRID,HYBRID,7,wait_time,1,30,10,118.460,11.846,2.400,34.430
run,HYBRID,HYBRID,8,delivery_time,1,30,10,156.660,15.666,0.030,40.350
run,HYBRID,HYBRID,8,return_time,1,30,10,147.730,14.773,0.030,36.190
run,HYBRID,HYBRID,8,wait_time,1,30,10,608.710,60.871,2.370,96.000
run,HYBRID,HYBRID,9,delivery_time,1,30,10,180.720,18.072,0.030,40.450
run,HYBRID,HYBRID,9,return_time,1,30,9,133.370,14.819,0.030,36.030
run,HYBRID,HYBRID,9,wait_time,1,30,10,543.480,54.348,4.000,101.380
run,HYBRID,HYBRID,HYBRID-1,pending_wait,1,30,1,4.000,4.000,4.000,4.000
run,HYBRID,HYBRID,HYBRID-1,total_time,1,30,10,138.940,13.894,4.450,36.480
run,HYBRID,HYBRID,HYBRID-2,pending_wait,1,30,2,65.470,32.735,16.320,49.150
run,HYBRID,HYBRID,HYBRID-2,total_time,1,30,10,629.190,62.919,4.420,98.050
run,HYBRID,HYBRID,HYBRID-3,pending_wait,1,30,3,97.700,32.567,5.540,60.190
run,HYBRID,HYBRID,HYBRID-3,total_time,1,30,10,563.970,56.397,6.050,103.420
run,NEAREST,NEAREST,4,delivery_time,,,10,107.930,10.793,0.030,34.400
run,NEAREST,NEAREST,4,return_time,,,9,76.290,8.477,0.030,16.510
run,NEAREST,NEAREST,4,wait_time,,,10,118.460,11.846,2.400,34.430
run,NEAREST,NEAREST,5,delivery_time,,,10,156.920,15.692,0.030,40.350
run,NEAREST,NEAREST,5,return_time,,,9,120.310,13.368,0.030,36.190
run,NEAREST,NEAREST,5,wait_time,,,10,471.970,47.197,2.370,137.150
run,NEAREST,NEAREST,6,delivery_time,,,10,156.720,15.672,0.030,40.510
run,NEAREST,NEAREST,6,return_time,,,9,122.430,13.603,0.030,36.130
run,NEAREST,NEAREST,6,wait_time,,,10,400.820,40.082,4.000,115.870
run,NEAREST,NEAREST,NEAREST-1,pending_wait,,,1,4.000,4.000,4.000,4.000
run,NEAREST,NEAREST,NEAREST-1,total_time,,,10,138.940,13.894,4.450,36.480
run,NEAREST,NEAREST,NEAREST-2,pending_wait,,,1,22.020,22.020,22.020,22.020
run,NEAREST,NEAREST,NEAREST-2,total_time,,,10,492.460,49.246,4.420,139.200
run,NEAREST,NEAREST,NEAREST-3,pending_wait,,,1,27.420,27.420,27.420,27.420
run,NEAREST,NEAREST,NEAREST-3,total_time,,,10,421.320,42.132,6.050,117.920
