metric,policy,run,table,source_log,line,avg,base_at,completed_at,count,done_at,experiment_label,first_period,hybrid_distance_weight,hybrid_wait_weight,max,max_completed,max_period,max_sim_time,min_period,pending_wait,repeat,requested_at,return,seed,served_at,stop_at,stop_delay,total,wait
wait_time,NEAREST,NEAREST-2,T2,NEAREST-2.log,808,29.47s,,,2,,NEAREST,5,30,1,50.02s,10,16,420,8,,2,17.79,,1002,67.81,,5,,50.02s
total_time,NEAREST,NEAREST-2,T2,NEAREST-2.log,836,,,69.86,2,,NEAREST,5,30,1,,10,16,420,8,,2,17.79,,1002,,,5,52.06s,
return_time,NEAREST,NEAREST-2,T2,NEAREST-2.log,887,14.75s,75.07,,2,69.82,NEAREST,5,30,1,24.26s,10,16,420,8,,2,,5.25s,1002,,,5,,
wait_time,NEAREST,NEAREST-2,T2,NEAREST-2.log,1054,24.58s,,,3,,NEAREST,5,30,1,50.02s,10,16,420,8,,2,74.40,,1002,89.18,,5,,14.78s
total_time,NEAREST,NEAREST-2,T2,NEAREST-2.log,1082,,,91.23,3,,NEAREST,5,30,1,,10,16,420,8,,2,74.40,,1002,,,5,16.83s,
return_time,NEAREST,NEAREST-2,T2,NEAREST-2.log,1287,15.43s,108.00,,3,91.20,NEAREST,5,30,1,24.26s,10,16,420,8,,2,,16.80s,1002,,,5,,
wait_time,NEAREST,NEAREST-2,T2,NEAREST-2.log,1407,23.10s,,,4,,NEAREST,5,30,1,50.02s,10,16,420,8,,2,99.87,,1002,118.53,,5,,18.66s
total_time,NEAREST,NEAREST-2,T2,NEAREST-2.log,1435,,,120.58,4,,NEAREST,5,30,1,,10,16,420,8,,2,99.87,,1002,,,5,20.70s,
return_time,NEAREST,NEAREST-2,T2,NEAREST-2.log,1571,14.56s,132.48,,4,120.54,NEAREST,5,30,1,24.26s,10,16,420,8,,2,,11.94s,1002,,,5,,
wait_time,NEAREST,NEAREST-2,T2,NEAREST-2.log,1873,25.27s,,,5,,NEAREST,5,30,1,50.02s,10,16,420,8,,2,124.42,,1002,158.40,,5,,33.98s
total_time,NEAREST,NEAREST-2,T2,NEAREST-2.log,1901,,,160.45,5,,NEAREST,5,30,1,,10,16,420,8,,2,124.42,,1002,,,5,36.03s,
return_time,NEAREST,NEAREST-2,T2,NEAREST-2.log,2199,16.90s,186.69,,5,160.42,NEAREST,5,30,1,26.27s,10,16,420,8,,2,,26.27s,1002,,,5,,
wait_time,NEAREST,NEAREST-2,T2,NEAREST-2.log,2481,29.30s,,,6,,NEAREST,5,30,1,50.02s,10,16,420,8,,2,162.53,,1002,211.97,,5,,49.44s
total_time,NEAREST,NEAREST-2,T2,NEAREST-2.log,2509,,,214.02,6,,NEAREST,5,30,1,,10,16,420,8,,2,162.53,,1002,,,5,51.49s,
return_time,NEAREST,NEAREST-2,T2,NEAREST-2.log,2805,18.34s,239.49,,6,213.98,NEAREST,5,30,1,26.27s,10,16,420,8,,2,,25.50s,1002,,,5,,
wait_time,NEAREST,NEAREST-2,T2,NEAREST-2.log,3241,33.64s,,,7,,NEAREST,5,30,1,59.65s,10,16,420,8,,2,217.92,,1002,277.57,,5,,59.65s
total_time,NEAREST,NEAREST-2,T2,NEAREST-2.log,3270,,,279.62,7,,NEAREST,5,30,1,,10,16,420,8,,2,217.92,,1002,,,5,61.70s,
return_time,NEAREST,NEAREST-2,T2,NEAREST-2.log,3478,18.34s,297.92,,7,279.58,NEAREST,5,30,1,26.27s,10,16,420,8,,2,,18.34s,1002,,,5,,
wait_time,NEAREST,NEAREST-2,T2,NEAREST-2.log,3596,31.18s,,,8,,NEAREST,5,30,1,59.65s,10,16,420,8,,2,293.73,,1002,307.68,,5,,13.95s
total_time,NEAREST,NEAREST-2,T2,NEAREST-2.log,3624,,,309.73,8,,NEAREST,5,30,1,,10,16,420,8,,2,293.73,,1002,,,5,16.00s,
return_time,NEAREST,NEAREST-2,T2,NEAREST-2.log,3737,17.27s,319.49,,8,309.70,NEAREST,5,30,1,26.27s,10,16,420,8,,2,,9.79s,1002,,,5,,
wait_time,NEAREST,NEAREST-2,T4,NEAREST-2.log,3814,61.07s,,,9,,NEAREST,5,30,1,300.26s,10,16,420,8,,2,26.94,,1002,327.20,,5,,300.26s
total_time,NEAREST,NEAREST-2,T4,NEAREST-2.log,3840,,,329.25,9,,NEAREST,5,30,1,,10,16,420,8,,2,26.94,,1002,,,5,302.30s,
return_time,NEAREST,NEAREST-2,T4,NEAREST-2.log,3935,16.24s,337.25,,9,329.22,NEAREST,5,30,1,26.27s,10,16,420,8,,2,,8.03s,1002,,,5,,
wait_time,NEAREST,NEAREST-2,T2,NEAREST-2.log,4030,57.31s,,,10,,NEAREST,5,30,1,300.26s,10,16,420,8,,2,320.38,,1002,343.84,,5,,23.46s
total_time,NEAREST,NEAREST-2,T2,NEAREST-2.log,4056,,,345.89,10,,NEAREST,5,30,1,,10,16,420,8,,2,320.38,,1002,,,5,25.50s,
pending_wait,NEAREST,NEAREST-2,T1,NEAREST-2.log,4058,,,,,,NEAREST,5,30,1,,10,16,420,8,307.07s,2,38.82,,1002,,345.89,5,,
pending_wait,NEAREST,NEAREST-2,T3,NEAREST-2.log,4059,,,,,,NEAREST,5,30,1,,10,16,420,8,281.31s,2,64.58,,1002,,345.89,5,,
pending_wait,NEAREST,NEAREST-2,T4,NEAREST-2.log,4060,,,,,,NEAREST,5,30,1,,10,16,420,8,11.10s,2,334.78,,1002,,345.89,5,,
pending_wait,NEAREST,NEAREST-2,T5,NEAREST-2.log,4061,,,,,,NEAREST,5,30,1,,10,16,420,8,293.41s,2,52.48,,1002,,345.89,5,,
pending_wait,NEAREST,NEAREST-2,T6,NEAREST-2.log,4062,,,,,,NEAREST,5,30,1,,10,16,420,8,260.10s,2,85.79,,1002,,345.89,5,,
wait_time,NEAREST,NEAREST-3,T4,NEAREST-3.log,154,5.95s,,,1,,NEAREST,5,30,1,5.95s,10,16,420,8,,3,5.02,,1003,10.98,,5,,5.95s
total_time,NEAREST,NEAREST-3,T4,NEAREST-3.log,182,,,13.02,1,,NEAREST,5,30,1,,10,16,420,8,,3,5.02,,1003,,,5,8.00s,
return_time,NEAREST,NEAREST-3,T4,NEAREST-3.log,274,8.16s,21.15,,1,12.99,NEAREST,5,30,1,8.16s,10,16,420,8,,3,,8.16s,1003,,,5,,
wait_time,NEAREST,NEAREST-3,T2,NEAREST-3.log,305,6.54s,,,2,,NEAREST,5,30,1,7.14s,10,16,420,8,,3,17.50,,1003,24.64,,5,,7.14s
total_time,NEAREST,NEAREST-3,T2,NEAREST-3.log,331,,,26.69,2,,NEAREST,5,30,1,,10,16,420,8,,3,17.50,,1003,,,5,9.18s,
return_time,NEAREST,NEAREST-3,T2,NEAREST-3.log,563,13.60s,45.70,,2,26.66,NEAREST,5,30,1,19.04s,10,16,420,8,,3,,19.04s,1003,,,5,,
wait_time,NEAREST,NEAREST-3,T4,NEAREST-3.log,662,11.94s,,,3,,NEAREST,5,30,1,22.72s,10,16,420,8,,3,31.30,,1003,54.02,,5,,22.72s
total_time,NEAREST,NEAREST-3,T4,NEAREST-3.log,690,,,56.06,3,,NEAREST,5,30,1,,10,16,420,8,,3,31.30,,1003,,,5,24.77s,
return_time,NEAREST,NEAREST-3,T4,NEAREST-3.log,805,12.39s,66.02,,3,56.03,NEAREST,5,30,1,19.04s,10,16,420,8,,3,,9.98s,1003,,,5,,
wait_time,NEAREST,NEAREST-3,T5,NEAREST-3.log,990,18.40s,,,4,,NEAREST,5,30,1,37.79s,10,16,420,8,,3,43.62,,1003,81.41,,5,,37.79s
total_time,NEAREST,NEAREST-3,T5,NEAREST-3.log,1018,,,83.46,4,,NEAREST,5,30,1,,10,16,420,8,,3,43.62,,1003,,,5,39.84s,
return_time,NEAREST,NEAREST-3,T5,NEAREST-3.log,1134,11.94s,93.98,,4,83.42,NEAREST,5,30,1,19.04s,10,16,420,8,,3,,10.56s,1003,,,5,,
wait_time,NEAREST,NEAREST-3,T2,NEAREST-3.log,1184,19.81s,,,5,,NEAREST,5,30,1,37.79s,10,16,420,8,,3,72.42,,1003,97.86,,5,,25.44s
total_time,NEAREST,NEAREST-3,T2,NEAREST-3.log,1210,,,99.90,5,,NEAREST,5,30,1,,10,16,420,8,,3,72.42,,1003,,,5,27.49s,
return_time,NEAREST,NEAREST-3,T2,NEAREST-3.log,1328,11.69s,110.59,,5,99.87,NEAREST,5,30,1,19.04s,10,16,420,8,,3,,10.72s,1003,,,5,,
wait_time,NEAREST,NEAREST-3,T4,NEAREST-3.log,1470,19.89s,,,6,,NEAREST,5,30,1,37.79s,10,16,420,8,,3,102.66,,1003,122.94,,5,,20.29s
total_time,NEAREST,NEAREST-3,T4,NEAREST-3.log,1496,,,124.99,6,,NEAREST,5,30,1,,10,16,420,8,,3,102.66,,1003,,,5,22.34s,
return_time,NEAREST,NEAREST-3,T4,NEAREST-3.log,1658,11.99s,138.43,,6,124.96,NEAREST,5,30,1,19.04s,10,16,420,8,,3,,13.47s,1003,,,5,,
wait_time,NEAREST,NEAREST-3,T2,NEAREST-3.log,1713,19.12s,,,7,,NEAREST,5,30,1,37.79s,10,16,420,8,,3,129.18,,1003,143.71,,5,,14.53s
total_time,NEAREST,NEAREST-3,T2,NEAREST-3.log,1739,,,145.76,7,,NEAREST,5,30,1,,10,16,420,8,,3,129.18,,1003,,,5,16.58s,
return_time,NEAREST,NEAREST-3,T2,NEAREST-3.log,2035,13.89s,171.01,,7,145.73,NEAREST,5,30,1,25.28s,10,16,420,8,,3,,25.28s,1003,,,5,,
wait_time,NEAREST,NEAREST-3,T2,NEAREST-3.log,2130,20.51s,,,8,,NEAREST,5,30,1,37.79s,10,16,420,8,,3,148.90,,1003,179.10,,5,,30.21s
total_time,NEAREST,NEAREST-3,T2,NEAREST-3.log,2156,,,181.15,8,,NEAREST,5,30,1,,10,16,420,8,,3,148.90,,1003,,,5,32.26s,
return_time,NEAREST,NEAREST-3,T2,NEAREST-3.log,2340,14.16s,197.15,,8,181.12,NEAREST,5,30,1,25.28s,10,16,420,8,,3,,16.03s,1003,,,5,,
wait_time,NEAREST,NEAREST-3,T2,NEAREST-3.log,2413,20.46s,,,9,,NEAREST,5,30,1,37.79s,10,16,420,8,,3,182.27,,1003,202.37,,5,,20.10s
total_time,NEAREST,NEAREST-3,T2,NEAREST-3.log,2439,,,204.42,9,,NEAREST,5,30,1,,10,16,420,8,,3,182.27,,1003,,,5,22.14s,
return_time,NEAREST,NEAREST-3,T2,NEAREST-3.log,2489,13.22s,210.11,,9,204.38,NEAREST,5,30,1,25.28s,10,16,420,8,,3,,5.73s,1003,,,5,,
wait_time,NEAREST,NEAREST-3,T4,NEAREST-3.log,2565,26.04s,,,10,,NEAREST,5,30,1,76.22s,10,16,420,8,,3,139.74,,1003,215.97,,5,,76.22s
total_time,NEAREST,NEAREST-3,T4,NEAREST-3.log,2591,,,218.02,10,,NEAREST,5,30,1,,10,16,420,8,,3,139.74,,1003,,,5,78.27s,
pending_wait,NEAREST,NEAREST-3,T1,NEAREST-3.log,2593,,,,,,NEAREST,5,30,1,,10,16,420,8,101.98s,3,116.03,,1003,,218.02,5,,
pending_wait,NEAREST,NEAREST-3,T2,NEAREST-3.log,2594,,,,,,NEAREST,5,30,1,,10,16,420,8,6.91s,3,211.10,,1003,,218.02,5,,
pending_wait,NEAREST,NEAREST-3,T3,NEAREST-3.log,2595,,,,,,NEAREST,5,30,1,,10,16,420,8,166.18s,3,51.84,,1003,,218.02,5,,
pending_wait,NEAREST,NEAREST-3,T5,NEAREST-3.log,2596,,,,,,NEAREST,5,30,1,,10,16,420,8,130.59s,3,87.42,,1003,,218.02,5,,
pending_wait,NEAREST,NEAREST-3,T6,NEAREST-3.log,2597,,,,,,NEAREST,5,30,1,,10,16,420,8,157.63s,3,60.38,,1003,,218.02,5,,
