"map_id","experiment","dynamic_environment","runs","completed_total","avg_completed","avg_success_rate","avg_mission_time","avg_distance","avg_speed","avg_collisions","avg_wait","avg_delivery","avg_return"
"map1","EXP2","False","1","2","2","1","33,856","0,369355060000009","0,0109095894376184","2","15,264","9,456","16,416"
