simulation_id,event_type,table_id,value,timestamp
5,request,,8,
5,wait_time,T1,130.048,
5,delivery_time,T1,5.439999999999998,
5,completion,,8,
5,return_time,T1,6.656000000000006,
5,request,,9,
5,wait_time,T2,12.831999999999994,
5,delivery_time,T2,4.0,
5,completion,,9,
5,return_time,T2,4.288000000000011,
5,request,,10,
5,wait_time,T1,18.944000000000017,
5,delivery_time,T1,10.303999999999974,
5,completion,,10,
6,request,,1,
7,request,,1,
7,wait_time,T2,4.064000000000001,
7,delivery_time,T2,4.032000000000001,
7,completion,,1,
7,return_time,T2,4.064,
7,request,,2,
7,wait_time,T4,5.792000000000002,
7,delivery_time,T4,5.760000000000002,
7,completion,,2,
7,return_time,T4,5.920000000000002,
7,request,,3,
7,wait_time,T6,22.016000000000002,
7,delivery_time,T6,16.32,
7,completion,,3,
7,return_time,T6,20.288000000000004,
7,request,,4,
7,wait_time,T5,42.976000000000006,
7,delivery_time,T5,9.760000000000005,
7,completion,,4,
7,return_time,T5,7.872,
7,request,,5,
7,wait_time,T4,8.671999999999997,
7,delivery_time,T4,6.719999999999999,
7,completion,,5,
7,return_time,T4,64.09599999999999,
7,request,,6,
7,wait_time,T2,55.744,
7,delivery_time,T2,3.616000000000014,
7,completion,,6,
7,return_time,T2,5.343999999999994,
7,request,,7,
7,wait_time,T1,132.352,
7,delivery_time,T1,7.328000000000003,
7,completion,,7,
7,return_time,T1,6.687999999999988,
7,request,,8,
7,wait_time,T2,17.72800000000001,
7,delivery_time,T2,5.216000000000008,
7,completion,,8,
7,return_time,T2,6.912000000000006,
7,request,,9,
7,wait_time,T2,8.384000000000015,
7,delivery_time,T2,4.831999999999994,
7,completion,,9,
7,return_time,T2,3.3920000000000243,
7,request,,10,
7,wait_time,T1,35.19999999999999,
7,delivery_time,T1,6.847999999999985,
7,completion,,10,
8,request,,1,
8,wait_time,T5,7.6160000000000005,
8,delivery_time,T5,7.5840000000000005,
8,completion,,1,
8,return_time,T5,8.127999999999998,
8,request,,2,
8,wait_time,T2,10.431999999999999,
8,delivery_time,T2,4.416,
8,completion,,2,
8,return_time,T2,4.927999999999997,
8,request,,3,
8,wait_time,T5,11.968000000000004,
8,delivery_time,T5,7.9680000000000035,
8,completion,,3,
8,return_time,T5,10.207999999999998,
8,request,,4,
8,wait_time,T4,14.112000000000002,
8,delivery_time,T4,9.216000000000001,
8,completion,,4,
8,return_time,T4,9.856000000000009,
8,request,,5,
8,wait_time,T4,12.672000000000011,
8,delivery_time,T4,8.64,
8,completion,,5,
8,return_time,T4,77.63200000000002,
8,request,,6,
8,wait_time,T2,80.44800000000001,
8,delivery_time,T2,5.311999999999983,
8,completion,,6,
8,return_time,T2,4.832000000000022,
8,request,,7,
8,wait_time,T1,144.48000000000002,
8,delivery_time,T1,7.231999999999999,
8,completion,,7,
8,return_time,T1,6.656000000000006,
8,request,,8,
8,wait_time,T2,13.311999999999983,
8,delivery_time,T2,5.21599999999998,
8,completion,,8,
8,return_time,T2,5.8559999999999945,
8,request,,9,
8,wait_time,T1,15.455999999999989,
8,delivery_time,T1,8.73599999999999,
8,completion,,9,
8,return_time,T1,6.719999999999999,
8,request,,10,
8,wait_time,T2,15.871999999999986,
8,delivery_time,T2,4.031999999999982,
8,completion,,10,
8,return_time,T2,4.2879999999999825,
8,request,,11,
9,request,,1,
9,wait_time,T4,4.160000000000001,
9,delivery_time,T4,4.128000000000001,
9,completion,,1,
9,return_time,T4,43.711999999999996,
9,request,,2,
9,wait_time,T2,21.247999999999998,
9,delivery_time,T2,5.6640000000000015,
9,completion,,2,
9,return_time,T2,6.88000000000001,
9,request,,3,
9,wait_time,T1,50.88000000000001,
9,delivery_time,T1,6.975999999999999,
9,completion,,3,
9,return_time,T1,8.0,
9,request,,4,
9,wait_time,T1,9.376000000000005,
9,delivery_time,T1,6.8160000000000025,
9,completion,,4,
9,return_time,T1,8.0,
9,request,,5,
9,wait_time,T2,9.887999999999991,
9,delivery_time,T2,3.839999999999989,
9,completion,,5,
9,return_time,T2,3.8400000000000034,
9,request,,6,
9,wait_time,T1,14.528000000000006,
9,delivery_time,T1,11.968000000000004,
9,completion,,6,
9,return_time,T1,9.536000000000001,
9,request,,7,
9,wait_time,T2,16.86399999999999,
9,delivery_time,T2,4.063999999999993,
9,completion,,7,
9,return_time,T2,3.9039999999999964,
9,request,,8,
9,wait_time,T2,7.392000000000024,
9,delivery_time,T2,6.560000000000002,
9,completion,,8,
9,return_time,T2,4.032000000000011,
9,request,,9,
9,wait_time,T1,38.75199999999998,
9,delivery_time,T1,11.679999999999978,
9,completion,,9,
9,return_time,T1,8.70399999999998,
9,request,,10,
9,wait_time,T2,24.895999999999987,
9,delivery_time,T2,4.0,
9,completion,,10,
9,return_time,T2,3.8719999999999857,
9,request,,11,
10,request,,1,
10,wait_time,T6,14.047999999999998,
10,delivery_time,T6,14.015999999999998,
10,completion,,1,
10,return_time,T6,15.872,
10,request,,2,
10,wait_time,T2,17.407999999999998,
10,delivery_time,T2,4.671999999999997,
10,completion,,2,
10,return_time,T2,6.047999999999995,
10,request,,3,
10,wait_time,T4,42.912,
10,delivery_time,T4,6.7520000000000024,
10,completion,,3,
10,return_time,T4,21.98400000000001,
10,request,,4,
10,wait_time,T2,28.799999999999997,
10,delivery_time,T2,6.271999999999991,
10,completion,,4,
10,return_time,T2,4.831999999999994,
10,request,,5,
10,wait_time,T1,66.144,
10,delivery_time,T1,5.439999999999998,
10,completion,,5,
10,return_time,T1,6.656000000000006,
10,request,,6,
10,wait_time,T4,40.959999999999994,
10,delivery_time,T4,6.3999999999999915,
10,completion,,6,
10,return_time,T4,15.840000000000003,
10,request,,7,
10,wait_time,T4,13.535999999999987,
10,delivery_time,T4,7.359999999999985,
10,completion,,7,
10,return_time,T4,22.335999999999984,
10,request,,8,
10,wait_time,T2,33.888000000000005,
10,delivery_time,T2,5.376000000000005,
10,completion,,8,
10,return_time,T2,4.864000000000004,
10,request,,9,
10,wait_time,T2,3.6159999999999854,
10,delivery_time,T2,3.584000000000003,
10,completion,,9,
10,return_time,T2,3.4240000000000066,
10,request,,10,
10,wait_time,T1,79.232,
10,delivery_time,T1,5.728000000000009,
10,completion,,10,
11,request,,1,
11,wait_time,T3,24.512,
11,delivery_time,T3,24.48,
11,completion,,1,
11,return_time,T3,68.32,
11,request,,2,
11,wait_time,T2,86.46400000000001,
11,delivery_time,T2,5.216000000000008,
11,completion,,2,
11,return_time,T2,4.576000000000008,
11,request,,3,
11,wait_time,T4,88.16000000000001,
11,delivery_time,T4,5.920000000000002,
11,completion,,3,
11,return_time,T4,7.9680000000000035,
11,request,,4,
11,wait_time,T2,18.72,
11,delivery_time,T2,8.159999999999997,
11,completion,,4,
11,return_time,T2,9.376000000000005,
11,request,,5,
11,wait_time,T2,11.744,
11,delivery_time,T2,7.456000000000017,
11,completion,,5,
11,return_time,T2,9.951999999999998,
11,request,,6,
11,wait_time,T4,43.488,
11,delivery_time,T4,8.256,
11,completion,,6,
11,return_time,T4,13.792000000000002,
11,request,,7,
11,wait_time,T2,28.928000000000026,
11,delivery_time,T2,6.52800000000002,
11,completion,,7,
11,return_time,T2,4.47999999999999,
11,request,,8,
11,wait_time,T4,29.824000000000012,
11,delivery_time,T4,5.824000000000012,
11,completion,,8,
11,return_time,T4,11.135999999999996,
11,request,,9,
11,wait_time,T2,23.647999999999996,
11,delivery_time,T2,7.840000000000003,
11,completion,,9,
11,return_time,T2,5.1839999999999975,
11,request,,10,
11,wait_time,T2,16.671999999999997,
11,delivery_time,T2,15.295999999999992,
11,completion,,10,
11,return_time,T2,4.9599999999999795,
11,request,,11,
12,request,,1,
12,wait_time,T2,6.048000000000001,
12,delivery_time,T2,6.016000000000001,
12,completion,,1,
12,return_time,T2,4.736000000000001,
12,request,,2,
12,wait_time,T4,8.832,
12,delivery_time,T4,8.8,
12,completion,,2,
12,return_time,T4,7.040000000000003,
12,request,,3,
12,wait_time,T5,21.12,
12,delivery_time,T5,11.263999999999996,
12,completion,,3,
12,return_time,T5,16.576,
12,request,,4,
12,wait_time,T2,12.576000000000008,
12,delivery_time,T2,9.888000000000005,
12,completion,,4,
12,return_time,T2,5.984000000000009,
12,request,,5,
12,wait_time,T4,61.28,
12,delivery_time,T4,17.599999999999994,
12,completion,,5,
12,return_time,T4,7.359999999999999,
12,request,,6,
12,wait_time,T2,16.736000000000004,
12,delivery_time,T2,4.608000000000004,
12,completion,,6,
12,return_time,T2,5.567999999999998,
12,request,,7,
12,wait_time,T4,29.75999999999999,
12,delivery_time,T4,14.335999999999999,
12,completion,,7,
12,return_time,T4,6.751999999999981,
12,request,,8,
12,wait_time,T2,19.96799999999999,
12,delivery_time,T2,7.168000000000006,
12,completion,,8,
12,return_time,T2,7.136000000000024,
12,request,,9,
12,wait_time,T4,24.895999999999987,
12,delivery_time,T4,7.935999999999979,
12,completion,,9,
12,return_time,T4,7.4879999999999995,
12,request,,10,
12,wait_time,T2,22.592000000000013,
12,delivery_time,T2,6.5919999999999845,
12,completion,,10,
12,return_time,T2,4.864000000000004,
12,request,,11,
13,request,,1,
13,wait_time,T5,8.928,
13,delivery_time,T5,8.896,
13,completion,,1,
13,return_time,T5,9.504000000000001,
13,request,,2,
13,wait_time,T2,21.375999999999998,
13,delivery_time,T2,12.671999999999997,
13,completion,,2,
13,return_time,T2,7.519999999999996,
13,request,,3,
13,wait_time,T1,56.895999999999994,
13,delivery_time,T1,47.839999999999996,
13,completion,,3,
13,return_time,T1,17.183999999999997,
13,request,,4,
13,wait_time,T2,65.72800000000001,
13,delivery_time,T2,8.896,
13,completion,,4,
13,return_time,T2,13.407999999999987,
13,request,,5,
13,wait_time,T2,17.376000000000005,
13,delivery_time,T2,12.160000000000025,
13,completion,,5,
13,return_time,T2,47.96799999999999,
13,request,,6,
13,wait_time,T2,49.567999999999984,
13,delivery_time,T2,7.807999999999993,
13,completion,,6,
13,return_time,T2,25.47200000000001,
13,request,,7,
13,wait_time,T2,37.98400000000001,
13,delivery_time,T2,13.98399999999998,
13,completion,,7,
13,return_time,T2,34.048,
13,request,,8,
13,wait_time,T2,42.24000000000004,
13,delivery_time,T2,11.680000000000007,
13,completion,,8,
13,return_time,T2,7.295999999999992,
13,request,,9,
13,wait_time,T2,32.57600000000002,
13,delivery_time,T2,30.432000000000016,
13,completion,,9,
13,return_time,T2,15.743999999999971,
13,request,,10,
13,wait_time,T2,25.376000000000033,
13,delivery_time,T2,10.52800000000002,
13,completion,,10,
14,request,,1,
14,wait_time,T4,5.952000000000001,
14,delivery_time,T4,5.920000000000001,
14,completion,,1,
14,return_time,T4,7.295999999999999,
14,request,,2,
14,wait_time,T6,32.544,
14,delivery_time,T6,29.151999999999997,
14,completion,,2,
14,return_time,T6,22.816000000000003,
14,request,,3,
14,wait_time,T2,38.52799999999999,
14,delivery_time,T2,3.583999999999989,
14,completion,,3,
14,return_time,T2,4.927999999999997,
14,request,,4,
14,wait_time,T2,7.328000000000003,
14,delivery_time,T2,6.432000000000002,
14,completion,,4,
14,return_time,T2,7.5519999999999925,
14,request,,5,
14,wait_time,T4,64.63999999999999,
14,delivery_time,T4,11.488,
14,completion,,5,
14,return_time,T4,7.168000000000006,
14,request,,6,
14,wait_time,T2,15.263999999999996,
14,delivery_time,T2,4.2239999999999895,
14,completion,,6,
14,return_time,T2,8.480000000000004,
14,request,,7,
14,wait_time,T2,9.567999999999984,
14,delivery_time,T2,5.407999999999987,
14,completion,,7,
14,return_time,T2,4.73599999999999,
14,request,,8,
14,wait_time,T2,34.176000000000016,
14,delivery_time,T2,31.488,
14,completion,,8,
14,return_time,T2,16.159999999999997,
14,request,,9,
14,wait_time,T2,20.99199999999999,
14,delivery_time,T2,8.512,
14,completion,,9,
14,return_time,T2,7.807999999999993,
14,request,,10,
14,wait_time,T2,19.360000000000014,
14,delivery_time,T2,17.024,
14,completion,,10,
